13	5	50322
10	5	50592
10	5	50608
13	5	51713
12	5	52384
10	5	52866
13	5	53015
4	11	54403
13	5	54690
13	5	54683
13	5	54707
6	16	56016
6	5	56181
13	5	56322
10	5	55956
13	5	56898
13	11	57254
13	11	57262
13	5	57572
6	17	58020
12	5	58124
13	8	58521
13	5	58695
13	5	58989
13	5	58985
13	5	59272
13	5	59704
13	5	59763
4	7	59861
4	7	59861
15	5	59978
13	5	60002
5	8	60052
4	15	60142
6	17	60147
13	15	60315
12	11	60748
13	5	60763
13	11	60795
13	8	60845
13	11	61290
6	7	61415
15	5	61488
13	5	62010
5	5	62213
13	5	62451
13	5	62451
15	5	62584
13	11	62593
6	16	62760
14	0	62993
13	5	63955
13	5	64765
13	5	64934
13	8	65357
13	11	66692
4	15	66699
4	15	66699
13	5	68320
13	5	952
13	5	952
13	11	999
10	15	1258
10	15	1258
15	5	1494
14	13	1557
5	5	1606
6	15	1582
13	13	1764
4	7	1961
5	17	2113
5	17	2113
13	8	2305
13	13	3264
13	13	3281
13	13	3839
6	17	3932
13	15	4246
13	8	4601
13	13	5369
13	11	5427
13	12	5958
12	4	6706
13	13	7227
3	11	7208
10	11	7763
13	12	8678
13	11	8690
13	12	9562
13	13	9883
10	8	10353
13	12	10381
13	12	10457
13	13	10802
13	13	10901
6	10	11242
13	13	11664
13	13	11667
13	13	11898
13	11	14245
13	11	14256
6	11	14500
10	14	16180
12	16	16527
13	13	16781
13	8	17347
6	0	17871
13	8	18151
13	11	19858
13	11	19858
13	13	21624
10	15	22101
11	15	22125
13	13	23434
13	11	23782
13	13	24783
13	13	27349
6	11	28963
6	15	29066
13	8	29421
13	13	30051
13	12	30083
13	11	30919
13	12	31292
6	17	35438
13	8	35691
13	13	37014
6	10	37898
13	4	39439
3	11	39721
13	8	39844
13	13	40683
6	11	41559
13	12	42815
6	11	43211
6	11	43211
13	11	44512
9	8	45299
6	15	45436
15	8	45585
13	13	45687
12	16	47065
13	13	47845
13	12	48161
10	15	50432
6	8	54383
6	17	57594
13	8	57813
6	17	58380
13	11	59476
6	16	59538
15	8	59665
6	16	60169
13	13	61033
13	13	60557
6	16	61746
13	12	62150
13	8	62433
14	13	63726
13	13	64065
13	13	64483
6	11	64798
13	13	65396
9	8	65791
6	11	66303
13	11	67250
10	15	69244
13	12	69279
10	15	69364
11	15	70790
13	13	70966
13	12	73037
13	12	73037
13	13	76921
10	8	84666
6	11	86728
13	13	87768
6	13	87760
13	11	88761
13	12	89681
11	16	89693
13	13	98648
10	8	105030
13	13	107061
13	11	108176
13	13	111491
6	15	113395
13	8	113963
10	15	114364
10	15	114364
6	9	120396
6	9	120400
13	13	126209
13	13	132399
13	13	140767
